+--------+-----------+-----------+
|staff_id|first_name |last_name  |
|1912    |David      |Moss       |
|1374    |Kristen    |Moss       |
|1476    |Elijah     |Mueller    |
|1915    |Victor     |Mullen     |
|569     |Kenneth    |Mullins    |
|586     |Carrie     |Munoz      |
|839     |Yvonne     |Murillo    |
|107     |Kristen    |Murphy     |
|279     |Olivia     |Murphy     |
|1556    |Annette    |Murphy     |
|1692    |Paul       |Murphy     |
|1712    |Eric       |Murray     |
|1475    |Jerry      |Murray     |
|761     |Benjamin   |Murray     |
|699     |Jennifer   |Murray     |
|1288    |Tina       |Myers      |
|1359    |James      |Myers      |
|830     |Tracey     |Navarro    |
|125     |Carlos     |Navarro    |
|1968    |Dawn       |Navarro    |
|764     |Joshua     |Nelson     |
|1319    |Brooke     |Nelson     |
|1660    |Cynthia    |Nelson     |
|483     |Leonard    |Nelson     |
|642     |Tammy      |Nelson     |
|964     |Linda      |Nelson     |
|637     |Jessica    |Nelson     |
|439     |Samantha   |Nelson     |
|233     |Brendan    |Nelson     |
|849     |Tyler      |Nelson     |
|19      |Michael    |Newman     |
|1965    |Lindsey    |Newton     |
|1506    |Robert     |Newton     |
|791     |Travis     |Nguyen     |
|1121    |David      |Nguyen     |
|1002    |Thomas     |Nguyen     |
|1983    |Anthony    |Nguyen     |
|1341    |Sarah      |Nicholson  |
|1880    |Alexandria |Nielsen    |
|1862    |Alexandra  |Nielsen    |
|1420    |Christopher|Nunez      |
|1547    |Daniel     |Nunez      |
|1703    |Cory       |Obrien     |
|1878    |Sandra     |Obrien     |
|1724    |Scott      |Obrien     |
|561     |Margaret   |Ochoa      |
|1197    |Joseph     |Ochoa      |
|1549    |Jeffrey    |Odom       |
|1218    |Thomas     |Oliver     |
|1684    |Mariah     |Oliver     |
|879     |Nathaniel  |Oliver     |
|28      |Natalie    |Oliver     |
|911     |Melissa    |Olsen      |
|228     |Mark       |Olson      |
|1257    |Amanda     |Olson      |
|1820    |Mark       |Olson      |
|453     |Carlos     |Orr        |
|1694    |Andrew     |Ortiz      |
|1934    |Brian      |Osborn     |
|173     |Kevin      |Owens      |
|1279    |Tammy      |Pacheco    |
|1714    |Dustin     |Pacheco    |
|1642    |Tammy      |Pacheco    |
|552     |Thomas     |Padilla    |
|187     |Paul       |Padilla    |
|413     |Henry      |Padilla    |
|1661    |Caitlin    |Page       |
|897     |James      |Page       |
|276     |Tina       |Palmer     |
|510     |William    |Park       |
|1655    |Francis    |Parker     |
|629     |Nicholas   |Parker     |
|1148    |Jeffrey    |Parsons    |
|666     |Timothy    |Patel      |
|1785    |Alyssa     |Patterson  |
|1933    |Stephen    |Patterson  |
|485     |Edward     |Patterson  |
|1842    |Jared      |Patterson  |
|671     |Heidi      |Payne      |
|1976    |William    |Pearson    |
|1413    |Rebecca    |Pearson    |
|290     |Victoria   |Peck       |
|582     |Michael    |Peck       |
|973     |Jennifer   |Pena       |
|503     |Richard    |Pena       |
|1084    |Emily      |Pena       |
|1225    |Wanda      |Perez      |
|1944    |Julia      |Perez      |
|891     |Paul       |Perez      |
|436     |Daniel     |Perez      |
|447     |Renee      |Perez      |
|1740    |Scott      |Perez      |
|862     |Brenda     |Perry      |
|1025    |Toni       |Perry      |
|300     |Jacob      |Peters     |
|748     |Danielle   |Petersen   |
|602     |Theresa    |Peterson   |
|377     |Linda      |Petty      |
|747     |John       |Petty      |
|1743    |Stephanie  |Pham       |
|199     |Sarah      |Pham       |
|1628    |Cassandra  |Pham       |
|1215    |Monique    |Phillips   |
|1931    |Janet      |Phillips   |
|1478    |Benjamin   |Phillips   |
|1630    |Seth       |Phillips   |
|1608    |Ronald     |Phillips   |
|934     |Mark       |Pollard    |
|32      |Claudia    |Poole      |
|283     |Michael    |Poole      |
|521     |Shawn      |Pope       |
|1665    |Nicole     |Pope       |
|1855    |Billy      |Porter     |
|978     |Donna      |Potter     |
|908     |Stacey     |Potter     |
|1214    |Cynthia    |Potter     |
|919     |Kimberly   |Powers     |
|185     |Jason      |Preston    |
|1639    |Alexander  |Preston    |
|579     |Hector     |Price      |
|1809    |Adam       |Price      |
|1819    |Laura      |Prince     |
|1436    |Sharon     |Quinn      |
|241     |James      |Ramirez    |
|1029    |Rachel     |Ramirez    |
|1597    |Sean       |Ramirez    |
|998     |Matthew    |Ramirez    |
|1064    |Kelly      |Ramirez    |
|1730    |Kelly      |Ramos      |
|692     |Brooke     |Ramos      |
|1065    |Sonya      |Ramos      |
|1468    |Kelly      |Ramos      |
|994     |Eric       |Ramsey     |
|1182    |Rachel     |Ramsey     |
|1614    |Jessica    |Randall    |
|95      |Daniel     |Randall    |
|946     |Kelly      |Randolph   |
|317     |Jane       |Rangel     |
|1680    |Tammy      |Rangel     |
|1507    |Bianca     |Rasmussen  |
|1586    |Richard    |Ray        |
|1818    |Adam       |Raymond    |
|915     |Michael    |Reed       |
|364     |Gloria     |Reed       |
|1792    |Kaylee     |Reed       |
|896     |Michael    |Reed       |
|48      |Regina     |Reed       |
|297     |Ian        |Reed       |
|1090    |April      |Reese      |
|1297    |Kimberly   |Reeves     |
|719     |Rodney     |Reeves     |
|186     |April      |Reeves     |
|1957    |Sarah      |Reeves     |
|1788    |Alex       |Reid       |
|1560    |Ronald     |Reid       |
|260     |Reginald   |Reyes      |
|1493    |Lisa       |Reyes      |
|452     |Elizabeth  |Reyes      |
|330     |Brian      |Reynolds   |
|15      |Thomas     |Reynolds   |
|101     |Kendra     |Reynolds   |
|1651    |Charles    |Reynolds   |
|625     |Linda      |Rhodes     |
|1773    |William    |Rich       |
|343     |Jimmy      |Richardson |
|84      |Michael    |Richmond   |
|979     |Jill       |Riddle     |
|997     |John       |Riley      |
|238     |Kim        |Riley      |
|767     |Tina       |Riley      |
|486     |Joel       |Riley      |
|1455    |Michelle   |Riley      |
|1003    |Tonya      |Riley      |
|1055    |Angela     |Rios       |
|993     |Cody       |Ritter     |
|58      |Jessica    |Rivas      |
|220     |Jesse      |Rivera     |
|72      |Justin     |Rivera     |
|1766    |Kristi     |Rivera     |
|1866    |Kimberly   |Roach      |
|1243    |Bradley    |Robbins    |
|1674    |Frank      |Roberson   |
|732     |Joseph     |Roberts    |
|542     |Dennis     |Roberts    |
|1575    |Jenna      |Roberts    |
|1122    |Daniel     |Roberts    |
|62      |Richard    |Roberts    |
|1337    |Sara       |Roberts    |
|1015    |Charlotte  |Robertson  |
|1311    |John       |Robinson   |
|1876    |Ian        |Robinson   |
|4       |Benjamin   |Robinson   |
|110     |Lisa       |Robinson   |
|924     |Roy        |Robinson   |
|69      |David      |Robinson   |
|773     |Miguel     |Robinson   |
|882     |James      |Robinson   |
|1173    |Allen      |Robinson   |
|654     |Kathleen   |Robinson   |
|1795    |Bruce      |Robinson   |
|600     |Karen      |Robinson   |
|1956    |Paul       |Robinson   |
|1546    |Nicholas   |Rodriguez  |
|1909    |Brandon    |Rodriguez  |
|1400    |Barbara    |Rodriguez  |
|1584    |Jared      |Rodriguez  |
|835     |Steven     |Rodriguez  |
|736     |John       |Rodriguez  |
|874     |James      |Rodriguez  |
|677     |William    |Rodriguez  |
|1272    |Sarah      |Rodriguez  |
|657     |Austin     |Rodriguez  |
|318     |Kyle       |Rodriguez  |
|1372    |Ralph      |Rogers     |
|1484    |Marie      |Rogers     |
|1275    |Cassie     |Rogers     |
|394     |Charles    |Rogers     |
|810     |Tricia     |Rojas      |
|707     |Anne       |Rojas      |
|411     |Jennifer   |Romero     |
|1009    |Barbara    |Rosales    |
|545     |Sharon     |Rosario    |
|385     |Justin     |Rose       |
|40      |Melissa    |Ross       |
|1376    |David      |Rowland    |
|1204    |Cynthia    |Ruiz       |
|1060    |Keith      |Ruiz       |
|805     |Joseph     |Russell    |
|68      |Nathan     |Russo      |
|985     |Michelle   |Russo      |
|1617    |Connor     |Ryan       |
|1044    |Megan      |Salas      |
|309     |Becky      |Salazar    |
|1806    |Joseph     |Salazar    |
|150     |Bradley    |Sanchez    |
|1196    |James      |Sanchez    |
|415     |Laura      |Sanchez    |
|1012    |Randy      |Sanchez    |
|253     |Karen      |Sanchez    |
|218     |Courtney   |Sanchez    |
|588     |Michael    |Sanchez    |
|726     |Roger      |Sanchez    |
|942     |Tyler      |Sanchez    |
|1526    |Anthony    |Sanchez    |
|80      |Erin       |Sanders    |
|1195    |Luke       |Sanders    |
|1424    |Lisa       |Santiago   |
|1066    |Jessica    |Saunders   |
|759     |Dennis     |Schaefer   |
|944     |Daniel     |Schmidt    |
|372     |Travis     |Schwartz   |
|1429    |Jared      |Scott      |
|1729    |Tony       |Scott      |
|1640    |Jennifer   |Scott      |
|516     |Jared      |Scott      |
|913     |Nicole     |Sellers    |
|1750    |Brian      |Sexton     |
|1890    |Joshua     |Sexton     |
|1593    |Roger      |Shah       |
|916     |Jacob      |Shah       |
|1529    |Kimberly   |Sharp      |
|933     |Zachary    |Shaw       |
|715     |Michael    |Shaw       |
|783     |Kelly      |Shaw       |
|484     |Randall    |Shepherd   |
|1886    |Carrie     |Sheppard   |
|1266    |Eric       |Sherman    |
|1664    |Melissa    |Shields    |
|1355    |Luis       |Silva      |
|1845    |Karen      |Silva      |
|1654    |John       |Silva      |
|1111    |Tom        |Silva      |
|302     |Andrea     |Simmons    |
|1456    |Nicholas   |Simmons    |
|386     |Christopher|Simmons    |
|695     |Jonathan   |Simmons    |
|750     |Robert     |Simmons    |
|1074    |Joy        |Simmons    |
|842     |Alicia     |Simpson    |
|609     |Steven     |Simpson    |
|932     |Desiree    |Simpson    |
|339     |Larry      |Simpson    |
|665     |Steven     |Sims       |
|1404    |Jerry      |Sims       |
|969     |Juan       |Skinner    |
|328     |Kevin      |Skinner    |
|42      |Linda      |Skinner    |
|26      |Jonathan   |Skinner    |
|547     |Stephanie  |Sloan      |
|683     |Sonia      |Smith      |
|1998    |Kayla      |Smith      |
|29      |Brian      |Smith      |
|142     |Christine  |Smith      |
|147     |Ronnie     |Smith      |
|159     |Ronald     |Smith      |
|176     |Kristie    |Smith      |
|1637    |Crystal    |Smith      |
|540     |Jose       |Smith      |
|572     |Joseph     |Smith      |
|612     |Kristina   |Smith      |
|1567    |Derrick    |Smith      |
|1553    |Jonathan   |Smith      |
|1490    |Robert     |Smith      |
|965     |Erin       |Smith      |
|1500    |Paula      |Smith      |
|1042    |Gregory    |Smith      |
|1733    |Andrew     |Smith      |
|1518    |Patricia   |Smith      |
|927     |Cristina   |Smith      |
|1383    |Richard    |Smith      |
|843     |Tristan    |Smith      |
|813     |Henry      |Smith      |
|1227    |Lisa       |Smith      |
|1207    |Mikayla    |Smith      |
|937     |Brett      |Smith      |
|1205    |Patricia   |Smith      |
|1146    |Andrea     |Smith      |
|1822    |Mark       |Smith      |
|1823    |Jeffrey    |Smith      |
|1816    |Jose       |Smith      |
|1851    |Ashley     |Smith      |
|1872    |Angelica   |Smith      |
|1814    |Cindy      |Smith      |
|1937    |Anna       |Smith      |
|1381    |Shelly     |Smith      |
|226     |Rebecca    |Smith      |
|172     |Kathryn    |Smith      |
|145     |Sheri      |Smith      |
|570     |Joshua     |Smith      |
|497     |Melissa    |Smith      |
|858     |Valerie    |Snow       |
|1610    |Robert     |Snow       |
|1781    |Anthony    |Snyder     |
|962     |Megan      |Snyder     |
|1125    |Randy      |Snyder     |
|977     |Jill       |Snyder     |
|505     |Jill       |Solis      |
|1131    |William    |Soto       |
|1647    |Patricia   |Sparks     |
|633     |Ashley     |Sparks     |
|113     |Courtney   |Sparks     |
|868     |Ashley     |Spears     |
|1112    |Anna       |Stanley    |
|1349    |Wendy      |Stanley    |
|1626    |Ana        |Stanley    |
|1986    |Autumn     |Stanton    |
|1285    |Valerie    |Steele     |
|102     |Jocelyn    |Stephens   |
|986     |James      |Stephens   |
|277     |Claudia    |Stephens   |
|730     |James      |Stevens    |
|1564    |Lorraine   |Stevens    |
|1843    |Kevin      |Stevenson  |
|1399    |Gabriel    |Stewart    |
|929     |Timothy    |Stewart    |
|1644    |Ronald     |Stewart    |
|1356    |Laurie     |Stewart    |
|1358    |Mark       |Stewart    |
|1040    |Bailey     |Stewart    |
|1513    |Tara       |Stewart    |
|938     |David      |Stewart    |
|13      |Andrew     |Stokes     |
|1172    |Melissa    |Stout      |
|153     |Richard    |Strong     |
|1388    |Tim        |Sullivan   |
|1142    |Scott      |Sullivan   |
|198     |Victor     |Sullivan   |
|960     |Jeffrey    |Summers    |
|1721    |Kristy     |Sutton     |
|1578    |Melinda    |Sutton     |
|347     |Angela     |Sweeney    |
|1492    |Jacob      |Sweeney    |
|1589    |Karen      |Tanner     |
|476     |Katie      |Taylor     |
|1291    |Christopher|Taylor     |
|804     |William    |Taylor     |
|1699    |Alicia     |Taylor     |
|907     |Mary       |Taylor     |
|659     |Rebecca    |Terry      |
|769     |Donna      |Terry      |
|6       |Matthew    |Thomas     |
|634     |Karen      |Thomas     |
|1458    |Benjamin   |Thomas     |
|1165    |Edward     |Thomas     |
|1905    |Eugene     |Thomas     |
|738     |Darlene    |Thompson   |
|1702    |Thomas     |Thompson   |
|166     |Dylan      |Thompson   |
|1568    |David      |Thompson   |
|1200    |Christie   |Thompson   |
|129     |Lauren     |Thompson   |
|655     |Brittney   |Thompson   |
|1744    |Sherry     |Thornton   |
|472     |Karen      |Torres     |
|828     |Mallory    |Torres     |
|499     |Donald     |Torres     |
|1467    |Jason      |Tran       |
|441     |Christopher|Tran       |
|1606    |Brittany   |Tran       |
|604     |Timothy    |Tran       |
|1099    |Marie      |Tran       |
|814     |Thomas     |Tran       |
|556     |David      |Travis     |
|1093    |Rhonda     |Trujillo   |
|787     |Paula      |Tucker     |
|1387    |Matthew    |Turner     |
|230     |Kevin      |Turner     |
|229     |Christian  |Turner     |
|708     |Ashley     |Tyler      |
|620     |Chris      |Tyler      |
|1137    |Eric       |Valdez     |
|1313    |Barbara    |Valencia   |
|77      |Jeffrey    |Valenzuela |
|496     |Michael    |Vance      |
|931     |Sophia     |Vang       |
|1397    |Michael    |Vargas     |
|1942    |Justin     |Vargas     |
|1767    |George     |Vasquez    |
|664     |Justin     |Vasquez    |
|520     |Jennifer   |Vaughan    |
|1072    |Nathaniel  |Vaughn     |
|1561    |Austin     |Vaughn     |
|595     |Dylan      |Vaughn     |
|1720    |John       |Velasquez  |
|301     |Barbara    |Velez      |
|1992    |Christopher|Velez      |
|1662    |Christopher|Villarreal |
|1632    |Sandra     |Wade       |
|1727    |William    |Wade       |
|583     |Maria      |Walker     |
|1698    |Ryan       |Walker     |
|1598    |David      |Walker     |
|1031    |Morgan     |Walker     |
|765     |Darlene    |Walker     |
|455     |Angela     |Walker     |
|925     |Deborah    |Walker     |
|1331    |Katelyn    |Wall       |
|992     |Ann        |Wallace    |
|883     |Grant      |Wallace    |
|1951    |Frank      |Walsh      |
|1028    |William    |Walters    |
|1667    |Susan      |Walton     |
|465     |Danny      |Ward       |
|352     |Benjamin   |Ward       |
|422     |Eric       |Ward       |
|1850    |Heather    |Warren     |
|242     |Daniel     |Warren     |
|1379    |Jason      |Washington |
|1315    |Howard     |Washington |
|1208    |Shawn      |Waters     |
|914     |Matthew    |Waters     |
|267     |Leah       |Watkins    |
|1648    |Erin       |Watson     |
|94      |Arthur     |Watson     |
|1373    |Thomas     |Watson     |
|12      |Michelle   |Watson     |
|1282    |Sarah      |Webb       |
|1595    |Nathan     |Weber      |
|794     |Jason      |Weber      |
|446     |Ian        |Weber      |
|950     |Shane      |Weber      |
|821     |Donald     |Weber      |
|123     |Reginald   |Weiss      |
|1016    |Ashley     |Welch      |
|1826    |Angela     |Wells      |
|1352    |Michael    |West       |
|1438    |David      |West       |
|1677    |Karen      |West       |
|702     |Maria      |West       |
|1255    |Nathan     |West       |
|1253    |Martin     |White      |
|1095    |William    |White      |
|1580    |Emily      |White      |
|177     |Daniel     |White      |
|493     |Kristie    |White      |
|1604    |Angela     |White      |
|675     |Allison    |Whitehead  |
|1226    |Jerry      |Wilcox     |
|1415    |Sharon     |Wilcox     |
|1771    |Michael    |Williams   |
|1711    |Rachel     |Williams   |
|1741    |Brian      |Williams   |
|822     |Jimmy      |Williams   |
|981     |Stephanie  |Williams   |
|1757    |Samuel     |Williams   |
|550     |Paul       |Williams   |
|1705    |Timothy    |Williams   |
|749     |Jamie      |Williams   |
|688     |Chelsea    |Williams   |
|639     |Raymond    |Williams   |
|1380    |Crystal    |Williams   |
|469     |Sarah      |Williams   |
|1181    |Kimberly   |Williams   |
|1837    |Robert     |Williams   |
|1592    |Jamie      |Williamson |
|401     |Kimberly   |Wilson     |
|76      |Megan      |Wilson     |
|1325    |Darren     |Wilson     |
|1624    |Claudia    |Wilson     |
|861     |Heather    |Wilson     |
|370     |Lance      |Wolf       |
|1762    |Kimberly   |Wolf       |
|1738    |Brandi     |Wood       |
|1407    |Wanda      |Wood       |
|163     |Crystal    |Wood       |
|623     |Catherine  |Wood       |
|1824    |Luis       |Wood       |
|1417    |Katie      |Wood       |
|771     |Leonard    |Woods      |
|1550    |Katherine  |Woods      |
|580     |Patricia   |Wright     |
|1070    |Jason      |Wright     |
|1735    |Kristin    |Wright     |
|306     |James      |Wright     |
|274     |Shannon    |Wu         |
|571     |Zachary    |Wyatt      |
|174     |Lori       |Yoder      |
|1143    |Adam       |Young      |
|1014    |Kayla      |Young      |
|134     |Courtney   |Young      |
|574     |Angela     |Young      |
|1178    |Pamela     |Yu         |
|1092    |Danielle   |Zamora     |
|1964    |Teresa     |Zamora     |
|298     |Lisa       |Zhang      |
|1017    |Melissa    |Zimmerman  |
|544     |Michael    |Zimmerman  |
+--------+-----------+-----------+
